Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
LSM11,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PARP2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC25A14,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF529,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KLHDC1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF793,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZFP28,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF483,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CELF6,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
RBM11,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TSPYL2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TNPO2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
URB1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
R3HDM2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TNRC6C,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PAAF1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NBAS,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF420,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SNUPN,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C8orf44,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
NMNAT3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
POLL,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PRPF40B,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF516,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IL17RD,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ALDH1A2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZSCAN21,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TAF6,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SLC41A3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF462,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
OTUD7B,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FAHD2B,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SCMH1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C21orf140,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DCHS2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DIRC3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KLHL20,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ADAMTS3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
THBS3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
GOLGA6L4,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
STARD9,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
C14orf28,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TUBE1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TEX15,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CCDC171,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DOCK7,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
UBTD2,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DCUN1D4,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
EHBP1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TTC8,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
OCRL,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SMARCA1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PITRM1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZRANB1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FAM228B,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CXorf57,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
IKZF4,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
CASP9,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
ZNF571,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
SIRT1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
APBB3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DFNB31,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
DXO,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TXNL4B,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
WIPF3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PROK1,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
LHX9,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
KIAA1958,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
FAM122C,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
TAS2R31,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
BRS3,2,.2.1,3597,7,0.00194606616624965,APITD1|FANCC|FANCM|FANCE|FANCD2|BRIP1|FANCI
PALM3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GRB14,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PEX11G,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TMEM53,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LRRC28,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DEPDC7,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
REEP6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MROH2A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PFN3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GGTLC2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SCLY,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ETNK2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LACTB2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MTFR1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PAQR9,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ATF7IP2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SEC14L4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ARMC6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SPDYC,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CHST13,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TMPRSS9,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SLAMF9,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HPS5,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KYNU,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TP53INP1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HK2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DIAPH2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FIBCD1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SCN9A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CCNJL,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PLCD1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ST3GAL4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SERINC5,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HDAC4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
NEDD1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
OTUD4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GPS2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
METTL22,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KANSL3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
RCOR3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SOS2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LRRFIP2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ARMS2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KRT34,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SMCO2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
OR8B12,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C14orf177,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SLC6A5,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TAS2R1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IQCJ,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
NODAL,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
OR2L2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ANO2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
OR2H2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GLT6D1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TNP2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DRD3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C16orf78,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
WFDC11,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LYG2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KRT85,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FABP12,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C6orf163,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CD200R1L,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PRSS58,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TRIM42,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SPATA31E1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TEX36,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IQCF6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TEX37,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LRRD1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TBC1D29,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C4orf51,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PATE4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DEFB134,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C3orf49,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SLC38A8,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DEFB135,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C14orf178,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ELSPBP1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C10orf113,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PRNT,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ZNF705G,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MAPK6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
STXBP5,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FBXO45,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SH3GLB1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KCMF1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
BLZF1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ITCH,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GSK3B,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
BTBD10,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SMAP1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
METAP1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TPRXL,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TMC1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PPP4R1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DKK4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
RAB40A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ESPL1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DTX2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
OVOL1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LHX8,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IL1A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IL23A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FOXD1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TM4SF19,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
UAP1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GLI1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PTCH1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GFRA3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MUSK,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LACC1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GAS2L3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CHRNA5,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ZNRF2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ZNF124,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CYP2R1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FARP2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FBXO34,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PDE6A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SAMD13,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SPAG1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FMN1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TTC39A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ZDHHC23,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TJP3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PDXDC1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
BCL2L14,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GPR39,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IFT172,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
NHEJ1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CDK8,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CLCN2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KIAA1211,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C2orf88,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SH2D6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SH2D7,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PHLPP2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C9orf40,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PAX4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MRRF,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IMPA1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CMAS,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PIP5K1B,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C5orf63,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FAM118B,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DNAJC24,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TANGO6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HMOX2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DESI1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GREB1L,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ZBTB20,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TDRD9,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TEX2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DNAJC28,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SENP8,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
VPS37A,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ENOX1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KATNAL1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
UBE2Q2L,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ZNF559-ZNF177,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PTGDS,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
LCNL1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ASB1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HSF2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
RNMTL1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CEP63,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PSMF1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FAF1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
KPNA6,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
UBAP2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PDCD2L,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
RPUSD3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DNAJC4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
WDTC1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HIRIP3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GPANK1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
HK1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
NF2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TIMM50,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GTPBP8,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TIMM23B,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TIMM23,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
COPS5,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
COX10,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
CINP,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
IAH1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MRPL39,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TRIM69,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
STAT4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SLCO3A1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
WDR37,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MARCH3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
VPS8,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DYNC1LI1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
UTS2R,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FOXD3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
EVX2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PRRX2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
PHLDB3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
EIF2B4,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ESPN,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GAS2L1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
FBXL19,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MOSPD3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
EXOC3,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TBC1D3F,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TBC1D3B,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TBC1D3C,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TBC1D3H,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
TBC1D3G,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
ATP6AP1L,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GPC2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
DCST2,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
GOLGA6L10,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
MAPKBP1,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
STRC,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
C19orf57,3,.2.1.1,492,2,0.0040650406504065,APITD1|FANCC
SLC16A1,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
C15orf38-AP3S2,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
MTCH2,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
COX7A2,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
TXNL4A,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
LSM4,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
EIF5AL1,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
PSMA6,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
PTRHD1,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
MRPL51,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
WDR12,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
PSMD11,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
EIF2S1,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
BSG,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
ATPIF1,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
DNAJA4,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
FAM134B,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
CPT1B,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
CTNNA3,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
MPC2,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
CMC2,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
UBB,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
PCGF5,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
OBFC1,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
NAA20,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
MRPS22,4,.2.1.1.2,273,2,0.00732600732600733,APITD1|FANCC
