Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
CAND2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DCAF6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FXR1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC28B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CEP85,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DUSP28,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CUL4A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ITGB6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDE4A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMEM108,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TTLL11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
APOL5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BTBD6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FZD9,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NRD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STRIP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLHDC3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IPO13,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USP6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDNF,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ART3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPM1J,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AIMP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
APOPT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DYRK1B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C15orf61,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RTP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GBX1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP2R4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBFD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HIF1AN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DRAP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NOSIP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RNF126,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM207A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM173A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRAPPC5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF688,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBE2M,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CLPP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PAM16,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ADRM1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDCD5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL36,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NTMT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HEXIM2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CRAT,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FBXW5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OPLAH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HSPA2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PGP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PKD1L1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COMMD3-BMI1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF579,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GGT7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FIZ1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PSMG4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NRN1L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF414,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BRF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TSNARE1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRR12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C21orf2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CROCC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EXD3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ENGASE,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UCKL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CAMTA2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYPOP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MIB2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PACS2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EGFLAM,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLF14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MTG2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM189B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TESK1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FKRP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UCN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPTOR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF71,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC27A1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TBKBP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NCOR2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PKD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AHDC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASPSCR1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NUBP2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MBD3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAP2K7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SSSCA1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL55,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPS19BP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MZT2B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MZT2A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPLP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POP7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C16orf13,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF524,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GTPBP6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TSR3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM50B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MIEF2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF768,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USP19,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NECAB3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PSEN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KLHL21,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NFIX,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NFIC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DBNDD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LIN7B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYL6B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GATSL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DDN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DCD,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYBPH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM89B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TWF2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NDUFV3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FBXO32,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDLIM7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SPEG,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBXN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EIF3G,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NPEPL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CDC37,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYBBP1A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL38,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R14B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ORAI1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF672,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PANK4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TFEB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM50A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NAA10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RWDD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
APIP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC38,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NKAIN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL33,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM166B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASB4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TXN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CHCHD2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C17orf89,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMIM4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COX17,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PFDN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPS10-NUDT3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CACYBP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USF2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DGKZ,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LAGE3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DDX54,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LUC7L2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF865,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C19orf60,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CCDC124,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL41,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DOHH,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EPN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF787,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF593,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UFSP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
POLR2L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC2A4RG,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMEM223,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM58A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TIMM13,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMUB1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPS34,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL52,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPS12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMDT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
REPIN1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KY,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNRF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HECTD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SERBP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EIF3J,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NAA50,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RWDD2B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDCL3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBE3C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OGFOD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CLTB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HSPB1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TECR,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EIF4G1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GPR157,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DENND2C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LDHA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIAA1161,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EIF4E2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GADD45G,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
METTL21C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AMOT,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PITX2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OSBPL6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EXTL1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R3F,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TARSL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PCBP4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GATS,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BEST3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RYR3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CA14,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SIRT2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP3CB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KIF1B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATP1A2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FBXO3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AKTIP,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CACNA2D1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NGRN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
C22orf39,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CIPC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HINT3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UBR3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZYG11B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KCNQ5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TM6SF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRPH2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMEM233,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CAMK2G,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
CARNS1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FAM184B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAP6D1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC8A3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
IL17D,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ADCY2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KCNT1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
OPN4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SNRNP25,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LSM10,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RAPGEF1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NXPE3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MEF2C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SNRNP35,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
VPS4A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC47,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
KEAP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
STK25,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
HCFC1R1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TIMM44,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RABL6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MALSU1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EMC6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NDUFS7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATP5D,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ENDOG,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TMEM261,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MRPL2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NDUFS6,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UQCR11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COX5B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COX7B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PDAP1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AKT1S1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RPP25L,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FASTK,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
AES,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PRKAB2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DNAJB5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
JPH2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DES,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SYNC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SYNPO2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PLA2G4C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FXYD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SEPW1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
RAB12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MAP4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLCO5A1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FUNDC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
NDUFA4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GBAS,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC25A12,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
FYCO1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP1R3C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ANO5,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TUBA8,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ATP2A2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
DHRS7C,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
EPM2A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
BTBD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
VDAC3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYH7B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TNNC1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYH7,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PPP2R3A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMCO1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYPN,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TXLNB,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LRRC39,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
PKIA,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MURC,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYOM1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SRL,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
UNC45B,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ACTN2,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SLC25A4,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
MYOM3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ASB11,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
LDB3,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
SMYD1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
GYS1,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
TRIM63,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
ZNF106,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
USP13,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
COQ10A,0,,17636,4,0.000226808800181447,DNA2|RPA1|RBBP8|EXO1
