Gene,Depth,Childindex,Cluster_size,n_gs_genes_in_clust,Score,gold.standard.genes.in.cluster
MARK3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ARMC8,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
AGO2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BACH1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RCOR1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ETF1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZNF850,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C18orf21,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DNAJC2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
JARID2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NARF,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RFESD,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HYAL3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HEMGN,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CHD2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZNF800,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RBM15,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CWC25,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
LYST,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
USP15,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CLK3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZCCHC8,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KANSL2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HAUS3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CCDC59,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
EPC1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ING3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SNIP1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FBXO33,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
YPEL5,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CHD1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RBBP6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KIAA1109,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MARCH6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SLC25A36,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C1orf52,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BAG4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RLIM,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NECAP1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PLEKHM3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GPR27,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DCTN4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NT5DC3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KLF7,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ATP8B4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SLC36A4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PTAR1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CHD9,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PAXBP1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
EBLN2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MED13L,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KDM6A,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
INO80D,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TRAF6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CCNT1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZNF805,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KLHL28,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BCLAF1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZBTB11,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HELZ,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CREBRF,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SUCO,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
EP300,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PHC3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C10orf12,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PPP4R2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RBM7,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SPTY2D1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PPP1R15B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ANXA3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RGCC,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ICAM4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
B3GNT2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SNRK,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
LRRFIP1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CD58,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CFLAR,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZNFX1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ARHGEF2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MTRR,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
INO80,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CXCL16,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RARA,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CCL23,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GLIPR2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
S100A4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SCO2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NADSYN1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HPS1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
STXBP2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BRMS1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BOLA2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NCLN,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TNIP2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
EFHD2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MIDN,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BCL3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KLF16,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
JUND,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TSPO,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RBM14-RBM4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PIM3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FRAT1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NADK,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C19orf35,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FES,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PSTPIP2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
JDP2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CD300LF,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CD33,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TYROBP,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CFP,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RGS18,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
LRRC25,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
AIF1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SUN2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
WDR81,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
IMPDH1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SBNO2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PLD4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ABCA7,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RNF44,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DEF6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
LYL1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
S1PR4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RGS19,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HMHA1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ARHGAP4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PIK3R6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CYBA,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ARPC1B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SLC2A6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MATK,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GAB3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RASSF1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MYO9B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
STK10,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CHST2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NRROS,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SH2B3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ORAI2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PREX1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KCNAB2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SH3TC1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ERICH1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GPR132,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
VPS18,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
AGTRAP,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CABIN1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZNF319,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MGRN1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZCCHC3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CHPF2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MED15,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SPNS1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
LY6G6E,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
S1PR5,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C6orf25,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KRT86,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ITGA2B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PF4V1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GP9,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TUBB1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DUSP2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ASTL,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FOLR3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FAM178B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RNASE2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
EPX,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PRG3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SPNS3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NKG7,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KIR3DL1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TBX21,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KIR3DX1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GNLY,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KIR2DL1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FGFBP2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
LY6G6F,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PPBP,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PF4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ULK1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
NR1H2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SIVA1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GUK1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RNH1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZFPL1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DDX49,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
COPE,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C1orf35,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SART1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GPATCH3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CCDC94,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
WDR74,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C20orf27,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ZNF408,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DAGLB,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RCE1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SUV420H2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
AXIN1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SPINK8,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
S100A9,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
S100A8,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SERPINB1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PGD,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PLEKHM1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TALDO1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MROH6,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GNA15,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C18orf25,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
C12orf29,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
YOD1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MBOAT2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HCAR3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HCAR2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ABHD5,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
IRS2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PYGL,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
BCL2L1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ADIPOR1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CCNDBP1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FAM214B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RAP2B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GRN,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
AP2S1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
YIF1B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
GLA,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PNP,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MPP1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
KLF13,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ST6GALNAC4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
PSMD9,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FAM73B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
IRAK1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
UBALD2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
RHD,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
TMCC2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HBA1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HBA2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HBQ1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ALAS2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
IFIT1B,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SLC4A1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FECH,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
STAM,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ADD2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DNAJC9,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FBXO5,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
FANCB,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CDCA4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
E2F2,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
ANKLE1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CR1L,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MXD3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
SLFN14,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
HIST1H2AJ,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
CDT1,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
MAP2K3,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
DEFA4,2,.1.1,3240,5,0.00154320987654321,MRE11A|NBN|H2AFX|RAD9A|HUS1
