,Peng2014.Upregulated,Peng2014.Downregulated,Slabicki.2010.RNAi,Adamson.2012.RNAi,RAD51.foci.impaired,RAD51.foci.retained,Matsukoa.2007.phosphoproteomics,Elia_2015_Acetylation.IR,Elia_2015_Ub.IR,Elia_2015_Ub_MG132.IR,Elia_phos.IR,Elia_Ub_nuclear.IR,Paulsen.2009.gamma.HA2X.increased,Paulsen.2009.gamma.HA2X.decreased,Lord.2008.PARP.inhibitor.sensitivity,Bartz.2006.cisplatin.EC50.mean.fold.change,NPP.clade.optimized.MRS,HPA.tissue.coexpression.MRS,MRE11A.CCI.Malovannaya.2011,BRCA2.CCI.Malovannaya.2011,RAD51C.CCI.Malovannaya.2011,BRCA1.CCI.Malovannaya.2011,LIG1.CCI.Malovannaya.2011,PCNA.CCI.Malovannaya.2011,FANCD2.CCI.Malovannaya.2011,FANCI.CCI.Malovannaya.2011,PALB2.CCI.Malovannaya.2011,RAD50.CCI.Malovannaya.2011
PTCD3,0,0,0,0,0,6642,0,8.852764247,0,0,0,0,0,0,0,0,0.033333333,0.016949153,0,0,0,0,0,0,0,0,0,0
PTCH1,0,0,0,0,3696,0,0,0,0,4.842710729,0,8.347034247,0,0,0,0,0.009944751,0.004482524,0,0,0,0,0,0,0,0,0,0
PTCH2,0,0,0,0,7521,0,0,0,0,0,0,0,0,0.232141545,0,0,0.037037037,0.005047319,0,0,0,0,0,0,0,0,0,0
PTCHD1,0,0,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0.025316456,0.004482524,0,0,0,0,0,0,0,0,0,0
PTCHD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
PTCHD3,0,0,0,0,0,6085,0,0,0,0,0,0,0,0,0,0,0.016260163,0.010963525,0,0,0,0,0,0,0,0,0,0
PTCHD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015027322,0.004482524,0,0,0,0,0,0,0,0,0,0
PTCRA,0,0,0,0,5350,0,0,0,0,0,0,0,0.829445825,0,0,0,0.008298755,0.015205725,0,0,0,0,0,0,0,0,0,0
PTDSS1,0,0,0,0,0,4847,0,8.852764247,9.344287459,4.779193159,6.677045219,7.596952138,0.377064843,0,0,0,0.022058824,0.004482524,0,0,0,0,0,0,0,0,0,0
PTDSS2,0,0,0,0,0,8871,0,0,0,0,6.917691823,0,0.316747379,0,0,0,0.011764706,0.010963525,0,0,0,0,0,0,0,0,0,0
PTEN,0,0,0,0,0,7385,0,0,0,0,0,0,0,0.419125684,0,0,0.041666667,0.004482524,0,0,0,0,0,0,0,0,0,0
PTER,0,0,0,0,0,1483,0,0,0,4.707574816,0,8.158485085,0,0.521665373,0,0,0.007633588,0.004482524,0,0,0,0,0,0,0,0,0,0
PTF1A,0,0,0,0,0,5820,0,0,0,0,0,0,0,0.376903459,0,0,0.222222222,0.005047319,0,0,0,0,0,0,0,0,0,0
PTGDR,0,0,0,0,0,2578,0,0,0,0,0,0,0.805318839,0,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PTGDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038961039,0.004482524,0,0,0,0,0,0,0,0,0,0
PTGDS,0,0,0,0,1475,0,0,0,0,0,0,0,0,0.527697119,0,0,0.016304348,0.010963525,0,0,0,0,0,0,0,0,0,0
PTGER1,0,0,0,0,0,1208,0,0,0,0,0,0,0.738969629,0,0,0,0.009478673,0.005047319,0,0,0,0,0,0,0,0,0,0
PTGER2,0,0,0,0,2571,0,0,0,0,0,0,0,2.047858602,0,0,0,0.014084507,0.012658228,0,0,0,0,0,0,0,0,0,0
PTGER3,0,0,0,0,0,620,0,0,0,0,0,0,0.051350537,0,0,0,0.037037037,0.004823151,0,0,0,0,0,0,0,0,0,0
PTGER4,0,0,0,0,0,990,0,0,0,0,0,0,0,0.081347884,0,0,0.012987013,0.012658228,0,0,0,0,0,0,0,0,0,0
PTGES,0,0,0,0,0,3905,0,0,0,0,0,0,0,0.298490755,0,0,0.052631579,0.004482524,0,0,0,0,0,0,0,0,0,0
PTGES2,0,0,0,0,9046,0,0,0,9.138230966,4.865709482,0,0,0,0.18991932,0,0,0.007633588,0.00921659,0,0,0,0,0,0,0,0,0,0
PTGES3,0,0,0,0,2029,0,0,10.43908743,8.891183086,4.661929762,6.992197023,8.347034247,0,0,0,0,0.014234875,0.006329114,0,0,0,0,0,0,0,0,0,0
PTGES3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014234875,0.00921659,0,0,0,0,0,0,0,0,0,0
PTGES3L-AARSD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0
PTGFR,0,0,0,1,7339,0,0,0,0,0,0,0,0.123731494,0,0,0,0.024390244,0.004823151,0,0,0,0,0,0,0,0,0,0
PTGFRN,0,0,0,0,0,4566,0,0,0,0,0,0,0,0.177855827,0,0,0.029069767,0.007633588,0,0,0,0,0,0,0,0,0,0
PTGIR,0,0,0,0,2447,0,0,0,0,0,0,0,0.310715633,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
PTGIS,0,0,0,0,8524,0,0,0,0,0,0,0,0.745001375,0,0,0,0.01039501,0.005319149,0,0,0,0,0,0,0,0,0,0
PTGR1,0,0,0,0,0,4413,0,0,0,0,0,0,0,0,0,0,0.010443864,0.004482524,0,0,0,0,0,0,0,0,0,0
PTGR2,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0.004482524,0,0,0,0,0,0,0,0,0,0
PTGS1,0,0,0,0,0,3418,0,0,0,0,0,0,0,0.346744727,0,0,0.020512821,0.008403361,0,0,0,0,0,0,0,0,0,0
PTGS2,0,0,0,0,1748,0,0,0,0,0,0,0,0,0.407062191,0,0,0.020512821,0.007559395,0,0,0,0,0,0,0,0,0,0
PTH,0,0,0,0,0,8074,0,0,0,0,0,0,0.081509269,0,0,0,0.008576329,0,0,0,0,0,0,0,0,0,0,0
PTH1R,0,0,0,0,3165,0,0,0,0,0,0,0,0,0,0,0,0.010050251,0.004482524,0,0,0,0,0,0,0,0,0,0
PTH2,0,0,0,0,5918,0,0,0,0,0,0,0,0,0,0,0,0.006967586,0,0,0,0,0,0,0,0,0,0,0
PTH2R,0,0,0,0,0,2053,0,0,0,0,0,0,0,0,0,0,0.007594937,0.004482524,0,0,0,0,0,0,0,0,0,0
PTHLH,0,0,0,0,0,7473,0,0,0,0,0,0,0,0.322617741,0,0,0.038961039,0.004482524,0,0,0,0,0,0,0,0,0,0
PTK2,0,0,0,0,0,519,0,0,0,0,0,0,0,0.195951066,0,0,0.024096386,0.004482524,0,0,0,0,0,0,0,0,0,0
PTK2B,0,0,0,0,6746,0,0,0,0,0,0,0,0,0.485474894,0,0,0.024096386,0.014659018,0,0,0,0,0,0,0,0,0,0
PTK6,0,0,0,0,0,2173,0,0,0,0,0,0,0,0.515633627,0,0,0.012403101,0.011764706,0,0,0,0,0,0,0,0,0,0
PTK7,0,0,0,0,0,879,0,0,0,0,0,0,0,0.382935205,0,0,0.044444444,0.004482524,0,0,0,0,0,0,0,0,0,0
PTMA,0,0,0,0,8896,0,0,0,0,0,0,0,0.527858504,0,0.351951458,0,0.006688963,0.004482524,0,0,0,0,0,0,0,0,0,0
PTMS,0,0,0,0,3098,0,0,0,0,0,0,0,0,0.449284416,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
PTN,0,0,0,0,0,326,0,0,0,0,0,0,0,0.346744727,0,0,0.009,0.004482524,0,0,0,0,0,0,0,0,0,0
PTOV1,0,0,0,0,3353,0,0,0,9.396380919,4.350703051,0,6.800955525,0.051350537,0,0,0,0.009345794,0.010963525,0,0,0,0,0,0,0,0,0,0
PTP4A1,0,0,0,0,1093,0,0,8.852764247,9.358878477,4.541648382,0,8.439301234,0,0.563887598,0,0,0.142857143,0.004482524,0,0,0,0,0,0,0,0,0,0
PTP4A2,0,0,0,0,3972,0,0,0,9.270050667,4.602294621,0,8.565238185,0,0.59404633,0,0,0.142857143,0.004482524,0,0,0,0,0,0,0,0,0,0
PTP4A3,0,0,0,0,0,1467,0,0,0,0,0,0,0,0.569919344,0,0,0.142857143,0.00921659,0,0,0,0,0,0,0,0,0,0
PTPDC1,0,0,0,0,6174,0,0,0,0,0,0,0,0,0.612141569,0,0,0.011363636,0.010963525,0,0,0,0,0,0,0,0,0,0
PTPMT1,0,0,0,0,867,0,0,8.852764247,0,0,0,0,0,0,0,0,0.010928962,0.010963525,0,0,0,0,0,0,0,0,0,0
PTPN1,0,0,0,0,0,4013,0,0,0,0,0,0,0,0.569919344,0,0,0.015957447,0.014659018,0,0,0,0,0,0,0,0,0,0
PTPN11,0,0,0,0,0,5193,0,0,0,0,0,0,0,0.419125684,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN12,0,0,0,0,4326,0,0,0,0,0,0,0,0,0.618173316,0,0,0.074074074,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN13,0,0,0,0,3796,0,0,0,0,0,0,0,0,0.111506616,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN14,0,0,0,0,3229,0,2,0,8.921735273,0,0,8.347034247,0,0.461347909,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN18,0,0,0,0,3171,0,0,0,0,0,0,0,0,0.44325267,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN2,0,0,0,0,0,5311,0,0,0,4.842710729,6.90225613,8.299936146,0,0.437220923,0,0,0.015957447,0.042402827,0,0,0,0,0,0,0,0,0,0
PTPN20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.015957447,0,0,0,0,0,0,0,0,0,0,0
PTPN21,0,0,0,0,554,0,0,0,0,0,0,0,0,0.370871713,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN22,0,0,0,2,793,0,0,0,0,0,0,0,0,0.545792359,0,0,0.018691589,0.015205725,0,0,0,0,0,0,0,0,0,0
PTPN23,0,0,0,0,8761,0,2,0,8.898180864,3.568038024,0,7.765051912,0,0.515633627,0,0,0.014705882,0.030769231,0,0,0,0,0,0,0,0,0,0
PTPN3,0,0,0,0,7482,0,0,0,0,4.74576167,0,7.75352768,0,0.18991932,0,0,0.015957447,0.00921659,0,0,0,0,0,0,0,0,0,0
PTPN4,0,0,0,0,0,1965,0,0,0,0,0,0,0,0.588014584,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN5,0,0,0,2,0,1144,0,0,0,0,0,0,0,0.35880822,0,0,0.038961039,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPN6,0,0,0,0,0,561,0,0,0,0,0,0,0.847541064,0,0,0,0.015957447,0.014659018,0,0,0,0,0,0,0,0,0,0
PTPN7,0,0,0,0,0,3185,0,0,0,0,0,0,0,0.533728866,0,0,0.015957447,0.014659018,0,0,0,0,0,0,0,0,0,0
PTPN9,0,0,0,0,0,7289,0,0,0,0,0,0,0,0.449284416,0,0,0.015957447,0.005747126,0,0,0,0,0,0,0,0,0,0
PTPRA,0,0,0,0,0,364,0,0,0,0,0,0,0,0.087379631,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRB,0,0,0,0,0,4990,0,0,0,0,0,0,0,0.575951091,0,0,0.018518519,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRC,0,0,0,0,0,8495,0,0,0,0,0,0,0,0.600078076,0,0,0.015957447,0.015205725,0,0,0,0,0,0,0,0,0,0
PTPRCAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316585995,0,0,0.005588905,0.015205725,0,3.67,0,3.05,0,0,0,0,0,0
PTPRD,0,0,0,0,0,3363,0,0,9.187765457,4.493136325,0,8.084526713,0,0.557855852,0,0,0.1,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRE,0,0,0,0,0,8331,0,0,0,0,0,0,0,0.600078076,0,0,0.015957447,0.007559395,0,0,0,0,0,0,0,0,0,0
PTPRF,0,0,0,0,0,419,0,0,8.961358792,4.547785664,0,7.890155781,0,0.515633627,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRG,0,0,0,0,0,7090,0,0,0,0,0,0,0,0.515633627,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRH,0,0,0,0,8093,0,0,0,0,0,0,0,0,0.093411377,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRJ,0,0,0,0,0,5636,0,0,9.673229509,0,0,8.347034247,2.687223722,0,0,0,0.032258065,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRK,0,0,0,0,0,7207,0,0,8.823014227,4.680058554,0,8.361617303,0,0.539760612,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRM,0,0,0,0,8336,0,0,0,0,0,0,8.347034247,0,0.413093937,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRN,0,0,0,0,0,2231,0,0,0,0,0,0,0,0.286427263,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRN2,0,0,0,0,3775,0,0,0,0,0,0,0,0,0.467379655,0,0,0.015957447,0.008264463,0,0,0,0,0,0,0,0,0,0
PTPRO,0,0,0,0,5818,0,0,0,0,0,0,0,0,0.262300277,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRQ,0,0,0,0,0,0,0,0,0,0,0,0,0.606271207,0,0,0,0.016949153,0.010963525,0,0,0,0,0,0,0,0,0,0
PTPRR,0,0,0,0,7164,0,0,0,0,0,0,0,1.112937907,0,0,0,0.057142857,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRS,0,0,0,0,7505,0,0,0,0,0,0,0,0,0.461347909,0,0,0.016949153,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRT,0,0,0,0,266,0,0,0,0,0,0,0,0,0.551824105,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRU,0,0,0,0,5910,0,0,0,0,0,0,0,0,0.208014559,0,0,0.015957447,0.004482524,0,0,0,0,0,0,0,0,0,0
PTPRZ1,0,0,0,0,0,8019,0,0,0,0,0,0,0,0.503570134,0,0,0.017094017,0.004482524,0,0,0,0,0,0,0,0,0,0
PTRF,0,0,0,0,0,5145,0,9.141400855,8.322372722,4.537807134,7.281297414,9.61192662,0,0.195951066,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
PTRH1,0,0,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,0.034782609,0.015873016,0,0,0,0,0,0,0,0,0,0
PTRH2,0,0,0,0,0,6671,0,8.958679185,9.33856301,4.887636696,0,8.200907862,0,0,0,0,0.052631579,0.008645533,0,0,0,0,0,0,0,0,0,0
PTRHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015822785,0.005047319,0,0,0,0,0,0,0,0,0,0
PTS,0,0,0,0,3443,0,0,0,9.28264652,4.593105743,0,8.347034247,0,0.069284392,0,0,0.15,0.004482524,0,0,0,0,0,0,0,0,0,0
PTTG1,0,0,0,0,0,3031,0,0,10.16657776,5.493871866,0,8.601719049,0.346906111,0,0,0,0.05,0.029810298,0,0,0,0,0,0,0,0,0,0
PTTG1IP,0,0,0,0,4188,0,0,0,9.1028453,4.61756005,0,8.376180077,0,0.551824105,0,0,0.009511731,0.004482524,0,0,0,0,0,0,0,0,0,0
PTTG2,0,0,0,0,0,6449,0,0,0,0,0,0,0,0.051189152,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
PTX3,0,0,0,0,0,4585,0,0,0,0,0,0,0,0.539760612,0,0,0.010526316,0.004482524,0,0,0,0,0,0,0,0,0,0
PTX4,0,0,0,0,8044,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0.055555556,0,0,0,0,0,0,0,0,0,0
PUDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0
PUF60,0,0,0,0,5484,0,0,7.406755008,8.864306593,4.688529767,0,8.024661132,0,0,0,0,0.005532503,0.005047319,0,0,0,0,0,0,0,0,0,0
PUM1,0,0,1,0,3097,0,0,8.865621652,8.720149596,0,7.436747852,6.126126645,0,0.27436377,0,0,0.095238095,0.004482524,0,0,0,0,0,0,0,0,0,0
PUM2,0,0,0,0,7912,0,0,4.696069665,0,0,7.898387345,8.136125108,0,0.27436377,0,0,0.095238095,0.005747126,0,0,0,0,0,0,0,0,0,0
PUM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016348774,0,0,0,0,0,0,0,0,0,0,0
PURA,0,0,0,0,0,7263,0,8.561255519,9.215097588,3.84922664,0,8.592510102,0.087541015,0,0,0,0.009478673,0.01010101,0,0,0,0,0,0,0,0,0,0
PURB,0,0,0,0,923,0,1,8.836516338,0,0,7.168131972,0,0,0.201982813,0,0,0.007407407,0.011976048,0,0,0,0,0,0,0,0,0,0
PURG,0,0,0,0,0,3168,0,0,0,0,0,0,0,0.437220923,0,0,0.007407407,0.010963525,0,0,0,0,0,0,0,0,0,0
PUS1,0,0,0,0,7843,0,0,0,0,0,6.942537121,0,0,0.268332023,0,0,0.25,0.016129032,0,0,0,0,0,0,0,0,0,0
PUS10,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.015822785,0.004482524,0,0,0,0,0,0,0,0,0,0
PUS3,0,0,0,0,0,8862,0,0,0,0,0,0,0,0,0,0,0.050632911,0.004482524,0,0,0,0,0,0,0,0,0,0
PUS7,0,0,0,0,6532,0,0,0,9.886264981,0,0,8.347034247,0,0,0,0,0.095238095,0.008645533,0,0,0,0,0,0,0,0,0,0
PUS7L,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,0.095238095,0.005747126,0,0,0,0,0,0,0,0,0,0
PUSL1,0,0,0,0,1462,0,0,0,0,4.842710729,0,0,0,0,0,0,0.012589928,0.004482524,0,0,0,0,0,0,0,0,0,0
PVALB,0,0,0,0,8437,0,0,0,0,0,0,0,1.293890299,0,0,0,0.008196721,0.004482524,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,4487,0,0,0,4.836466936,0,0,0,0.159760588,0,0,0.006944444,0.004482524,0,0,0,0,0,0,0,0,0,0
PVRIG,0,0,0,0,7140,0,0,0,0,0,0,0,0,0,0,0,0.008298755,0.014659018,0,0,0,0,0,0,0,0,0,0
PVRL1,0,0,0,0,0,5718,0,0,0,0,0,0,0,0.099443124,0,0,0.040816327,0.004482524,0,0,0,0,0,0,0,0,0,0
PVRL2,0,0,0,0,0,0,0,0,9.320855842,4.726050908,0,8.347034247,0.684683911,0,0,0,0.009345794,0.004482524,0,0,0,0,0,0,0,0,0,0
PVRL3,0,0,0,0,5460,0,0,0,0,0,0,0,0,0.232141545,0,0,0.014084507,0.010963525,0,0,0,0,0,0,0,0,0,0
PVRL4,0,0,0,0,6515,0,0,0,0,0,0,0,0.04531879,0,0,0,0.011904762,0.004482524,0,0,0,0,0,0,0,0,0,0
PWP1,0,0,0,0,3528,0,0,7.516414034,9.075697308,0,7.002241688,8.679948331,0.105636255,0,0,0,0.028571429,0.012552301,0,0,0,0,0,0,0,0,0,0
PWP2,0,0,0,0,6568,0,0,8.476146694,9.188704709,4.842710729,6.707145626,8.347034247,0,0,0,0,0.031390135,0.016129032,0,0,0,0,0,0,0,0,0,0
PWWP2A,0,0,0,0,0,0,0,0,0,0,7.215406476,8.232060964,0,0,0,0,0.111111111,0.042402827,0,0,0,0,0,0,0,0,0,0
PWWP2B,0,0,0,0,1973,0,0,0,0,0,0,0,0,0,0,0,0.042372881,0.010204082,0,0,0,0,0,0,0,0,0,0
PXDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007462687,0.004482524,0,0,0,0,0,0,0,0,0,0
PXDN,0,0,0,0,1971,0,0,0,0,0,0,0,0,0,0,0,0.020512821,0.004823151,0,0,0,0,0,0,0,0,0,0
PXDNL,0,0,0,0,0,7743,0,0,0,0,0,0,0,0,0,0,0.020512821,0.004482524,0,0,0,0,0,0,0,0,0,0
PXK,0,0,0,0,0,722,0,0,0,0,0,0,0,0.045157406,0,0,0.00795756,0.004482524,0,0,0,0,0,0,0,0,0,0
PXMP2,0,0,0,0,0,3811,0,0,0,0,0,0,1.408493481,0,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
PXMP4,0,0,0,0,0,2148,0,0,0,0,0,0,0,0.304522502,0,0,0.028571429,0.004482524,0,0,0,0,0,0,0,0,0,0
PXN,0,0,0,0,0,5430,0,0,9.084879584,0,0,8.347034247,0,0.18991932,0,0,0.010989011,0.004482524,0,0,0,0,0,0,0,0,0,0
PXT1,0,0,0,0,67,0,0,0,0,0,0,0,0.660556925,0,0,0,0.015151515,0.010963525,0,0,0,0,0,0,0,0,0,0
PXYLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0
PYCARD,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0.007110537,0.004482524,0,0,0,0,0,0,0,0,0,0
PYCR1,0,0,0,0,232,0,0,8.852764247,0,4.733193824,0,0,0,0.612141569,0,0,0.01754386,0.007751938,0,0,0,0,0,0,0,0,0,0
PYCR2,0,0,0,0,3588,0,0,0,0,0,0,0,0.642461686,0,0,0,0.01754386,0.004482524,0,0,0,0,0,0,0,0,0,0
PYCRL,0,0,0,0,0,6203,0,0,9.100994022,4.72525163,0,0,0.419287068,0,0,0,0.01754386,0.010963525,0,0,0,0,0,0,0,0,0,0
PYDC1,0,0,0,0,0,4889,0,0,0,0,0,0,0,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
PYDC2,0,0,0,0,3993,0,0,0,0,0,0,0,0,0,0,0,0.009511731,0,0,0,0,0,0,0,0,0,0,0
PYGB,0,0,0,0,0,4596,0,0,0,4.842710729,0,0,0,0.545792359,0,0,0.014234875,0.00921659,0,0,0,0,0,0,0,0,0,0
PYGL,0,0,0,0,0,874,0,0,9.599433665,4.660091446,0,8.552856932,0,0.449284416,0,0,0.014234875,0.007559395,0,0,0,0,0,0,0,0,0,0
PYGM,0,0,0,0,0,7789,0,0,0,0,0,0,0,0.575951091,0,0,0.014234875,0.00921659,0,0,0,0,0,0,0,0,0,0
PYGO1,0,0,0,0,0,6390,0,0,0,0,0,0,0,0.27436377,0,0,0.166666667,0.00921659,0,0,0,0,0,0,0,0,0,0
PYGO2,0,0,0,0,5057,0,0,0,0,0,0,0,0,0.195951066,0,0,0.015037594,0.010416667,0,0,0,0,0,0,0,0,0,0
PYHIN1,0,0,0,0,0,9048,0,0,0,0,0,0,0,0,0,0,0.008576329,0.014659018,0,0,0,0,0,0,0,0,0,0
PYM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,0,0
PYROXD1,0,0,0,0,2488,0,0,0,9.079912149,0,0,0,0,0,0,0,0.038961039,0.004482524,0,0,0,0,0,0,0,0,0,0
PYROXD2,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0.011299435,0.004482524,0,0,0,0,0,0,0,0,0,0
PYURF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010928962,0.01010101,0,0,0,0,0,0,0,0,0,0
PYY,0,0,0,0,8254,0,0,0,0,0,0,0,0,0.588014584,0,0,0.007580979,0.004482524,0,0,0,0,0,0,0,0,0,0
PZP,0,0,0,0,3646,0,0,0,0,0,0,0,0,0.527697119,0,0,0.032608696,0.004482524,0,0,0,0,0,0,0,0,0,0
QARS,0,0,0,0,0,6624,0,8.276578702,9.434490572,4.274288551,0,8.650789745,0,0.551824105,0,0,0.285714286,0.004823151,0,0,0,0,0,0,0,0,0,0
QDPR,0,0,0,0,0,7883,0,0,0,0,0,0,0.135794987,0,0,0,0.045454545,0.004482524,0,0,0,0,0,0,0,0,0,0
QKI,0,0,0,0,653,0,0,8.852764247,9.103324103,0,0,8.192618815,0,0.394998698,0,0,0.006524423,0.004482524,0,0,0,0,0,0,0,0,0,0
QPCT,0,0,0,0,0,1512,0,0,0,0,0,0,0,0.201982813,0,0,0.011049724,0.004482524,0,0,0,0,0,0,0,0,0,0
QPCTL,0,0,0,0,0,2312,0,0,0,0,0,0,0,0,0,0,0.011049724,0.026315789,0,0,0,0,0,0,0,0,0,0
QPRT,0,0,0,0,0,344,0,0,9.371188368,4.85123061,0,8.711127125,0,0.099443124,0,0,0.016348774,0.004482524,0,0,0,0,0,0,0,0,0,0
QRFP,0,0,0,0,5415,0,0,0,0,0,0,0,0,0,0,0,0.008576329,0.004482524,0,0,0,0,0,0,0,0,0,0
QRFPR,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0.006157113,0.004482524,0,0,0,0,0,0,0,0,0,0
QRICH1,0,0,0,0,86,0,0,0,9.517502945,4.842710729,0,8.226327994,0,0,0,0,0.006993007,0.019047619,0,0,0,0,0,0,0,0,0,0
QRICH2,0,0,0,1,6814,0,0,0,0,0,0,0,0,0,0,0,0.017751479,0.010963525,0,0,0,0,0,0,0,0,0,0
QRSL1,0,0,0,0,6949,0,0,0,0,0,0,0,0,0.394998698,0,0,0.021052632,0.014659018,0,0,0,0,0,0,0,0,0,0
QSER1,0,0,0,0,0,4189,2,8.649638696,0,0,6.660011886,8.147820635,0,0,0,0,0.018518519,0.006329114,0,0,0,0,0,0,0,0,0,0
QSOX1,0,0,0,0,6309,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0.004482524,0,0,0,0,0,0,0,0,0,0
QSOX2,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0.013888889,0.019047619,0,0,0,0,0,0,0,0,0,0
QTRT1,0,0,0,0,5389,0,0,0,0,4.665832166,0,8.347034247,0.654525179,0,0,0,0.034482759,0.004823151,0,0,0,0,0,0,0,0,0,0
QTRTD1,0,0,0,0,6960,0,0,0,0,5.775242485,0,0,0.06341403,0,0,0,0.023809524,0.015205725,0,0,0,0,0,0,0,0,0,0
R3HCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.010963525,0,0,0,0,0,0,0,0,0,0
R3HCC1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032608696,0.010963525,0,0,0,0,0,0,0,0,0,0
R3HDM1,0,0,0,0,2341,0,0,0,0,0,0,0,0,0,0,0,0.014018692,0.004482524,0,0,0,0,0,0,0,0,0,0
R3HDM2,0,0,0,0,3211,0,0,0,0,0,0,0,0,0,0,0,0.010928962,0.004482524,0,0,0,0,0,0,0,0,0,0
R3HDM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016304348,0.015205725,0,0,0,0,0,0,0,0,0,0
R3HDML,0,0,0,0,8776,0,0,0,0,0,0,0,0.53389025,0,0,0,0.010928962,0,0,0,0,0,0,0,0,0,0,0
RAB10,0,0,0,0,5384,0,0,0,8.936887055,0,0,0,0,0.449284416,0,0,0.012589928,0.004482524,0,0,0,0,0,0,0,0,0,0
RAB11A,0,0,0,0,0,6398,0,0,0,0,0,0,0,0.431189177,0,0,0.012589928,0.011764706,0,0,0,0,0,0,0,0,0,0
RAB11B,0,0,0,0,8822,0,0,0,9.499757518,4.217754097,0,8.347034247,0,0.563887598,0,0,0.012589928,0.004482524,0,0,0,0,0,0,0,0,0,0
RAB11FIP1,0,0,0,0,0,6127,0,0,9.614900682,0,6.76508705,8.347034247,0,0,0,0,0.012903226,0.004482524,0,0,0,0,0,0,0,0,0,0
